%    Berkeley, CA, station ID  74506003
% T	VER	NOAA NCDC GHCN v2 adjusted mean temp
% months since 1960-01-01	unitless	Celsius_scale
    -578.500	           0	    15.00000
    -577.500	           0	    12.20000
    -576.500	           0	     9.80000
    -575.500	           0	    10.70000
    -574.500	           0	    11.80000
    -573.500	           0	     9.20000
    -572.500	           0	    10.10000
    -571.500	           0	    13.40000
    -570.500	           0	    16.80000
    -569.500	           0	    15.40000
    -568.500	           0	    16.30000
    -567.500	           0	    17.40000
    -566.500	           0	    14.40000
    -565.500	           0	    11.90000
    -564.500	           0	    10.10000
    -563.500	           0	     7.90000
    -562.500	           0	    10.80000
    -561.500	           0	     9.70000
    -560.500	           0	    12.00000
    -559.500	           0	    13.30000
    -558.500	           0	    15.20000
    -557.500	           0	    16.70000
    -556.500	           0	    17.60000
    -555.500	           0	    18.20000
    -554.500	           0	    16.00000
    -553.500	           0	    11.20000
    -552.500	           0	     9.70000
    -551.500	           0	    10.10000
    -550.500	           0	    11.70000
    -549.500	           0	    13.40000
    -548.500	           0	    13.20000
    -547.500	           0	    13.00000
    -546.500	           0	    13.80000
    -545.500	           0	    14.90000
    -544.500	           0	    15.10000
    -543.500	           0	    15.50000
    -542.500	           0	    15.60000
    -541.500	           0	    13.20000
    -540.500	           0	     8.30000
    -539.500	           0	     9.40000
    -538.500	           0	    10.50000
    -537.500	           0	    12.20000
    -536.500	           0	    12.30000
    -535.500	           0	    12.60000
    -534.500	           0	    15.20000
    -533.500	           0	    17.60000
    -532.500	           0	    17.10000
    -531.500	           0	    16.20000
    -530.500	           0	    15.50000
    -529.500	           0	    11.80000
    -528.500	           0	    10.20000
    -527.500	           0	     7.10000
    -526.500	           0	    12.70000
    -525.500	           0	    11.90000
    -524.500	           0	    13.30000
    -523.500	           0	    12.80000
    -522.500	           0	    14.40000
    -521.500	           0	    16.20000
    -520.500	           0	    15.60000
    -519.500	           0	    16.30000
    -518.500	           0	    11.90000
    -517.500	           0	    10.10000
    -516.500	           0	     8.20000
    -515.500	           0	     7.60000
    -514.500	           0	    10.20000
    -513.500	           0	     8.80000
    -512.500	           0	    11.80000
    -511.500	           0	    11.70000
    -510.500	           0	    15.70000
    -509.500	           0	    16.40000
    -508.500	           0	    14.80000
    -507.500	           0	    17.80000
    -506.500	           0	    16.10000
    -505.500	           0	    13.10000
    -504.500	           0	    12.70000
    -503.500	           0	    10.90000
    -502.500	           0	    10.30000
    -501.500	           0	    10.70000
    -500.500	           0	    12.40000
    -499.500	           0	    12.00000
    -498.500	           0	    15.80000
    -497.500	           0	    15.60000
    -496.500	           0	    16.70000
    -495.500	           0	    16.10000
    -494.500	           0	    16.30000
    -493.500	           0	    10.80000
    -492.500	           0	     9.00000
    -491.500	           0	    10.60000
    -490.500	           0	     9.90000
    -489.500	           0	     9.40000
    -488.500	           0	    12.10000
    -487.500	           0	    13.80000
    -486.500	           0	    14.90000
    -485.500	           0	    14.80000
    -484.500	           0	    15.50000
    -483.500	           0	    16.50000
    -482.500	           0	    14.00000
    -481.500	           0	    12.00000
    -480.500	           0	     9.10000
    -479.500	           0	    10.50000
    -478.500	           0	    10.90000
    -477.500	           0	     9.40000
    -476.500	           0	    11.30000
    -475.500	           0	    13.60000
    -474.500	           0	    16.10000
    -473.500	           0	    15.60000
    -472.500	           0	    16.60000
    -471.500	           0	    15.40000
    -470.500	           0	    14.10000
    -469.500	           0	    12.40000
    -468.500	           0	     9.50000
    -467.500	           0	     8.90000
    -466.500	           0	    11.20000
    -465.500	           0	    10.90000
    -464.500	           0	    11.80000
    -463.500	           0	    12.00000
    -462.500	           0	    16.70000
    -461.500	           0	    15.90000
    -460.500	           0	    15.90000
    -459.500	           0	    16.60000
    -458.500	           0	    15.40000
    -457.500	           0	    12.50000
    -456.500	           0	    10.90000
    -455.500	           0	     7.40000
    -454.500	           0	     9.20000
    -453.500	           0	     9.30000
    -452.500	           0	    10.40000
    -451.500	           0	    13.70000
    -450.500	           0	    15.40000
    -449.500	           0	    15.80000
    -448.500	           0	    16.30000
    -447.500	           0	    17.30000
    -446.500	           0	    14.70000
    -445.500	           0	    10.60000
    -444.500	           0	     9.90000
    -443.500	           0	     8.40000
    -442.500	           0	    10.60000
    -441.500	           0	    12.10000
    -440.500	           0	    12.00000
    -439.500	           0	    13.30000
    -438.500	           0	    14.30000
    -437.500	           0	    16.60000
    -436.500	           0	    17.10000
    -435.500	           0	    17.20000
    -434.500	           0	    15.30000
    -433.500	           0	    14.60000
    -432.500	           0	     9.30000
    -431.500	           0	     9.40000
    -430.500	           0	    12.70000
    -429.500	           0	    10.70000
    -428.500	           0	    12.60000
